,status,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,Year,Month,prone_to_calamity,price
44951,for_sale,3,4,5.93,Brimfield,Massachusetts,1010,5500,4/1/1993,1993,April,0,899900
44952,for_sale,3,2,0.16,Amherst,Massachusetts,1002,1280,8/19/2021,2021,August,0,275000
44953,for_sale,4,4,0.91,South Hadley,Massachusetts,1075,2420,10/9/2012,2012,October,0,547500
44955,for_sale,3,1,0.34,Easthampton,Massachusetts,1027,1248,1/6/2012,2012,January,1,350000
44969,for_sale,3,2,0.26,Orange,Massachusetts,1364,1300,4/15/2005,2005,April,0,349990
44970,for_sale,7,3,0.11,Springfield,Massachusetts,1109,3035,8/20/1978,1978,August,1,70000
44972,for_sale,2,1,0.35,Brimfield,Massachusetts,1010,814,1/16/2004,2004,January,0,164900
44973,for_sale,4,2,3.5,Royalston,Massachusetts,1368,3200,2/16/1996,1996,February,0,477000
44974,for_sale,2,1,0.11,Springfield,Massachusetts,1119,744,2/25/1999,1999,February,1,130000
44975,for_sale,1,1,1.63,Wilbraham,Massachusetts,1095,996,11/4/1996,1996,November,0,199000
44977,for_sale,4,4,5.29,Wilbraham,Massachusetts,1095,5042,6/18/2009,2009,June,0,465000
44979,for_sale,3,2,0.2,Chicopee,Massachusetts,1020,1584,9/18/2020,2020,September,1,299900
44984,for_sale,4,3,0.13,Springfield,Massachusetts,1109,1625,11/14/2005,2005,November,1,235000
44986,for_sale,6,3,0.31,Holyoke,Massachusetts,1040,2408,12/14/2007,2007,December,1,365000
44987,for_sale,3,2,0.05,Orange,Massachusetts,1364,1092,5/4/2005,2005,May,0,219900
44991,for_sale,3,1,0.15,Chicopee,Massachusetts,1020,1170,1/3/2008,2008,January,1,219000
44993,for_sale,5,3,0.24,Athol,Massachusetts,1331,2314,11/5/2008,2008,November,0,225000
44996,for_sale,3,2,0.27,Chicopee,Massachusetts,1013,1265,10/18/2000,2000,October,1,259900
45000,for_sale,2,2,1,Westfield,Massachusetts,1085,1341,1/5/2022,2022,January,0,237900
45001,for_sale,3,2,0.2,Amherst,Massachusetts,1002,1349,9/2/2005,2005,September,0,439900
45002,for_sale,7,4,0.33,Orange,Massachusetts,1364,2538,12/7/1987,1987,December,0,377000
45003,for_sale,4,2,0.16,Chicopee,Massachusetts,1020,1280,9/11/2020,2020,September,1,375000
45012,for_sale,3,2,0.33,Montague,Massachusetts,1351,1770,6/25/2009,2009,June,0,266000
45014,for_sale,3,1,0.41,Montague,Massachusetts,1351,960,10/17/2002,2002,October,0,240000
45015,for_sale,2,2,0.57,Orange,Massachusetts,1364,924,9/23/2008,2008,September,0,149900
45016,for_sale,4,3,0.18,Holyoke,Massachusetts,1040,4704,4/26/1989,1989,April,1,249900
45020,for_sale,3,2,0.64,Wilbraham,Massachusetts,1095,1826,7/2/2007,2007,July,0,350000
45022,for_sale,3,1,0.22,Springfield,Massachusetts,1129,1040,5/24/2005,2005,May,1,249900
45026,for_sale,5,2,2.11,Athol,Massachusetts,1331,3024,4/27/1984,1984,April,0,275000
45028,for_sale,3,1,0.15,Greenfield,Massachusetts,1301,1416,12/15/1998,1998,December,0,235000
45030,for_sale,3,1,0.65,West Springfield,Massachusetts,1089,1424,6/28/2004,2004,June,1,299000
45031,for_sale,3,1,0.1,Springfield,Massachusetts,1109,1428,12/1/2003,2003,December,1,139000
45033,for_sale,4,3,1.1,Wilbraham,Massachusetts,1095,2628,6/22/2007,2007,June,0,569000
45036,for_sale,4,1,0.23,Ludlow,Massachusetts,1056,1740,10/31/2005,2005,October,0,324900
45040,for_sale,4,1,0.28,Springfield,Massachusetts,1104,1200,11/23/2009,2009,November,1,239900
45041,for_sale,3,1,0.8,Easthampton,Massachusetts,1027,1040,7/21/2006,2006,July,1,309000
45045,for_sale,6,2,0.13,Chicopee,Massachusetts,1020,2288,6/3/2019,2019,June,1,294900
45046,for_sale,4,1,1.06,Holyoke,Massachusetts,1040,1243,8/30/1988,1988,August,1,279900
45049,for_sale,3,4,3.04,Amherst,Massachusetts,1002,2074,6/21/2006,2006,June,0,975000
45051,for_sale,5,2,0.15,Athol,Massachusetts,1331,2406,4/14/2008,2008,April,0,259900
45053,for_sale,3,3,2.9,Monson,Massachusetts,1057,2700,10/20/2008,2008,October,0,799900
45058,for_sale,4,3,3.8,Sunderland,Massachusetts,1375,2768,7/17/2009,2009,July,0,459900
45059,for_sale,5,2,0.68,Athol,Massachusetts,1331,2294,10/1/1985,1985,October,0,299000
45061,for_sale,3,1,1.41,Hardwick,Massachusetts,1031,1092,12/8/1989,1989,December,0,269900
45064,for_sale,4,2,0.14,Springfield,Massachusetts,1104,1399,7/9/2007,2007,July,1,225000
45065,for_sale,2,1,0.4,South Hadley,Massachusetts,1075,1034,2/28/1996,1996,February,0,224900
45068,for_sale,3,2,0.11,Ludlow,Massachusetts,1056,2240,10/3/2000,2000,October,0,299500
45069,for_sale,3,3,1.82,Orange,Massachusetts,1364,2096,6/30/2000,2000,June,0,469900
45070,for_sale,2,1,0.28,Chicopee,Massachusetts,1013,1207,11/29/2011,2011,November,1,240000
45071,for_sale,6,3,8.11,Phillipston,Massachusetts,1331,4197,5/12/2004,2004,May,0,949000
45072,for_sale,4,3,2.52,Wilbraham,Massachusetts,1095,2960,10/5/2005,2005,October,0,650000
45075,for_sale,3,2,0.3,Holyoke,Massachusetts,1040,1880,2/15/2002,2002,February,1,365000
45078,for_sale,4,3,0.12,Springfield,Massachusetts,1104,1360,3/31/2014,2014,March,1,284999
45079,for_sale,6,2,0.23,Holyoke,Massachusetts,1040,2399,9/5/2017,2017,September,1,339000
45080,for_sale,4,3,1.1,Sturbridge,Massachusetts,1518,2590,9/11/2003,2003,September,0,584900
45081,for_sale,2,1,0.21,Athol,Massachusetts,1331,988,9/26/2003,2003,September,0,249900
45082,for_sale,4,2,0.3,South Hadley,Massachusetts,1075,2112,5/24/2001,2001,May,0,295000
45083,for_sale,4,3,0.41,Easthampton,Massachusetts,1027,2590,10/1/2003,2003,October,1,579900
45084,for_sale,3,2,0.12,Northampton,Massachusetts,1060,1531,5/1/2009,2009,May,0,489900
45085,for_sale,3,2,0.14,Northampton,Massachusetts,1062,1728,5/30/2003,2003,May,0,499000
45086,for_sale,4,3,0.56,Amherst,Massachusetts,1002,2847,6/24/1992,1992,June,0,745000
45088,for_sale,3,1,0.32,Springfield,Massachusetts,1119,1082,12/21/2016,2016,December,1,275000
45090,for_sale,1,1,0.31,Belchertown,Massachusetts,1007,640,8/3/2000,2000,August,0,215000
45091,for_sale,4,4,0.25,Palmer,Massachusetts,1069,2492,10/11/2005,2005,October,0,250000
45093,for_sale,8,2,0.1,West Brookfield,Massachusetts,1585,2332,1/31/2006,2006,January,0,289000
45097,for_sale,3,2,2.99,Otis,Massachusetts,1253,2372,10/6/1993,1993,October,0,400000
45142,for_sale,2,1,0.29,Winchester,Connecticut,6098,1450,3/13/2015,2015,March,0,40000
45159,for_sale,4,3,2.07,New Hartford,Connecticut,6057,2500,5/14/2021,2021,May,1,549900
45171,for_sale,3,2,1.76,Agawam,Massachusetts,1001,1968,9/19/2008,2008,September,1,199999
45172,for_sale,3,2,0.21,Winchester,Connecticut,6098,1248,3/17/2004,2004,March,0,59900
45173,for_sale,3,1,0.09,Springfield,Massachusetts,1104,1303,8/27/1998,1998,August,1,150000
45176,for_sale,3,1,0.39,Enfield,Connecticut,6082,1494,7/6/2015,2015,July,0,249900
45182,for_sale,4,3,3.35,Barkhamsted,Connecticut,6063,2626,1/4/2022,2022,January,0,556000
45189,for_sale,4,3,1.17,Simsbury,Connecticut,6092,2500,5/19/2021,2021,May,0,499900
45197,for_sale,4,5,2.3,Burlington,Connecticut,6013,3319,5/20/1991,1991,May,0,773261
45201,for_sale,3,3,25,Torrington,Connecticut,6790,1930,8/18/2006,2006,August,1,949900
45202,for_sale,4,4,1.62,Burlington,Connecticut,6013,3134,7/2/2014,2014,July,0,682469
45219,for_sale,3,3,0.17,Warren,Massachusetts,1092,1400,6/16/2021,2021,June,0,269900
45222,for_sale,3,1,0.47,Athol,Massachusetts,1331,1268,12/21/2004,2004,December,0,156750
45223,for_sale,3,2,0.34,Athol,Massachusetts,1331,1520,4/13/2009,2009,April,0,274900
45233,for_sale,4,2,0.17,Holyoke,Massachusetts,1040,2094,8/13/2003,2003,August,1,299987
45234,for_sale,5,3,0.12,Springfield,Massachusetts,1119,1782,9/28/2010,2010,September,1,279900
45235,for_sale,6,7,4.52,South Hadley,Massachusetts,1075,6250,11/2/2005,2005,November,0,1500000
45236,for_sale,6,2,0.14,Springfield,Massachusetts,1109,2580,9/3/1992,1992,September,1,299999
45237,for_sale,4,2,0.13,Holyoke,Massachusetts,1040,1529,3/22/2021,2021,March,1,229000
45238,for_sale,4,2,0.11,Springfield,Massachusetts,1104,1742,3/27/1998,1998,March,1,289900
45249,for_sale,4,4,0.77,Amherst,Massachusetts,1002,3879,8/11/1993,1993,August,0,699900
45250,for_sale,5,4,0.64,Amherst,Massachusetts,1002,2363,7/28/2004,2004,July,0,650000
45258,for_sale,3,2,0.23,Torrington,Connecticut,6790,1144,9/23/2019,2019,September,1,135000
45266,for_sale,4,8,12.1,Worthington,Massachusetts,1098,14240,10/5/2001,2001,October,0,2995000
45270,for_sale,3,3,0.12,Winchester,Connecticut,6098,838,1/27/2010,2010,January,0,735000
45272,for_sale,5,4,2.06,Suffield,Connecticut,6078,3323,7/2/2018,2018,July,0,539000
45273,for_sale,4,3,0.58,Canton,Connecticut,6019,2352,3/15/2004,2004,March,0,375000
45276,for_sale,4,3,2.27,Canton,Connecticut,6019,3011,9/10/2020,2020,September,0,649000
45277,for_sale,5,3,13.8,Winchester,Connecticut,6098,2482,5/2/2005,2005,May,0,365000
45280,for_sale,4,7,2.25,Avon,Connecticut,6001,7422,6/6/1988,1988,June,0,1250000
45281,for_sale,4,5,2.02,Avon,Connecticut,6001,5991,1/19/2007,2007,January,0,599900
45283,for_sale,4,2,0.25,Winchester,Connecticut,6098,2582,6/27/2007,2007,June,0,149000
45292,for_sale,9,3,0.13,Springfield,Massachusetts,1104,3511,6/2/2005,2005,June,1,199900
45302,for_sale,3,1,0.12,Torrington,Connecticut,6790,1424,6/29/2012,2012,June,1,149900
45304,for_sale,2,1,0.33,Torrington,Connecticut,6790,1045,12/2/2004,2004,December,1,145000
45311,for_sale,3,3,0.36,Torrington,Connecticut,6790,1532,5/14/1990,1990,May,1,254900
45312,for_sale,2,1,0.16,Torrington,Connecticut,6790,1122,3/23/2007,2007,March,1,139999
45314,for_sale,4,2,0.32,Windsor Locks,Connecticut,6096,1735,3/3/2014,2014,March,0,221000
45318,for_sale,5,2,0.07,Torrington,Connecticut,6790,2094,5/7/2019,2019,May,1,145000
45319,for_sale,4,2,0.42,Torrington,Connecticut,6790,1843,6/27/2005,2005,June,1,175000
45323,for_sale,3,2,0.36,Bloomfield,Connecticut,6002,1398,2/22/2008,2008,February,0,240000
45340,for_sale,3,2,0.19,Winchester,Connecticut,6098,2005,7/19/2007,2007,July,0,175000
45344,for_sale,3,1,0.21,Winchester,Connecticut,6098,1595,10/17/2007,2007,October,0,140000
45346,for_sale,3,4,24.7,New Hartford,Connecticut,6057,2655,2/20/2002,2002,February,1,699000
45347,for_sale,5,2,0.13,Holyoke,Massachusetts,1040,1924,10/15/2001,2001,October,1,175000
45352,for_sale,4,3,62,Plainfield,Massachusetts,1070,2650,2/10/2014,2014,February,1,649000
45353,for_sale,5,3,0.12,Enfield,Connecticut,6082,3117,7/1/2014,2014,July,0,270000
45358,for_sale,3,2,1.26,Barkhamsted,Connecticut,6063,1584,7/24/2002,2002,July,0,389000
45361,for_sale,4,4,1.56,Suffield,Connecticut,6078,3275,10/17/2002,2002,October,0,699900
45363,for_sale,5,3,1.11,Canton,Connecticut,6019,3348,11/9/1989,1989,November,0,474900
45365,for_sale,4,3,1.4,Harwinton,Connecticut,6791,2898,9/6/2019,2019,September,0,484999
45366,for_sale,6,2,0.23,Torrington,Connecticut,6790,1709,7/5/2005,2005,July,1,194000
45372,for_sale,5,2,0.22,Torrington,Connecticut,6790,1754,4/14/2005,2005,April,1,164900
45382,for_sale,3,2,0.25,Holyoke,Massachusetts,1040,1637,6/26/2002,2002,June,1,174900
45388,for_sale,3,2,0.33,Canton,Connecticut,6019,1324,12/1/2005,2005,December,0,179900
45389,for_sale,4,3,1.34,Granby,Connecticut,6060,2967,12/2/2002,2002,December,0,485000
45395,for_sale,4,3,3.01,Windsor,Connecticut,6095,2468,5/22/2002,2002,May,0,439500
45396,for_sale,3,2,0.44,New Hartford,Connecticut,6057,1491,10/13/2020,2020,October,1,224550
45397,for_sale,4,1,0.17,Torrington,Connecticut,6790,1165,12/17/2008,2008,December,1,210000
45398,for_sale,3,1,0.69,Southampton,Massachusetts,1073,1200,7/10/2000,2000,July,0,300000
45404,for_sale,3,2,0.59,Bloomfield,Connecticut,6002,1655,9/27/2002,2002,September,0,289900
45405,for_sale,2,1,0.16,Torrington,Connecticut,6790,1638,4/3/1995,1995,April,1,129900
45406,for_sale,5,3,46.28,Colebrook,Connecticut,6021,3307,12/5/2000,2000,December,0,1095000
45411,for_sale,4,4,9.3,Granville,Massachusetts,1034,3164,12/16/1997,1997,December,0,799000
45413,for_sale,3,2,0.22,Easthampton,Massachusetts,1027,2037,11/20/2008,2008,November,1,299900
45417,for_sale,3,3,6.92,Barkhamsted,Connecticut,6063,2462,1/4/2022,2022,January,0,493000
45428,for_sale,4,6,4.13,Winchester,Connecticut,6098,3448,12/18/2001,2001,December,0,299900
45430,for_sale,2,1,0.16,Winchester,Connecticut,6098,500,10/16/2017,2017,October,0,169900
45433,for_sale,6,6,0.76,Longmeadow,Massachusetts,1106,3902,6/1/1986,1986,June,0,869000
45434,for_sale,1,1,2.23,Sandisfield,Massachusetts,1255,5104,12/12/2008,2008,December,0,349000
45436,for_sale,4,2,0.23,Torrington,Connecticut,6790,1312,6/17/2011,2011,June,1,160000
45437,for_sale,3,1,0.14,Winchester,Connecticut,6098,1170,4/29/2021,2021,April,0,279000
45439,for_sale,4,2,0.11,Holyoke,Massachusetts,1040,1989,7/10/1992,1992,July,1,239900
45440,for_sale,4,5,115,Avon,Connecticut,6001,6964,12/28/1987,1987,December,0,5995000
45443,for_sale,4,2,0.14,Torrington,Connecticut,6790,1456,7/7/2014,2014,July,1,145000
45444,for_sale,5,2,0.73,Bloomfield,Connecticut,6002,2152,8/12/2016,2016,August,0,289900
45445,for_sale,5,4,0.53,Agawam,Massachusetts,1030,2094,7/31/1996,1996,July,1,439900
45446,for_sale,4,3,1.09,Simsbury,Connecticut,6070,2902,8/15/1997,1997,August,0,400000
45447,for_sale,3,2,0.23,Winchester,Connecticut,6098,1346,7/28/2008,2008,July,0,225000
45448,for_sale,4,2,0.16,Torrington,Connecticut,6790,2851,7/24/2018,2018,July,1,209900
45454,for_sale,4,2,0.1,Springfield,Massachusetts,1104,2160,3/2/1988,1988,March,1,239999
45455,for_sale,4,2,1.23,Burlington,Connecticut,6013,1613,3/1/2021,2021,March,0,369000
45457,for_sale,3,3,1.52,Burlington,Connecticut,6013,1402,7/8/2019,2019,July,0,449600
45458,for_sale,5,5,0.92,Avon,Connecticut,6001,3826,8/22/1997,1997,August,0,630000
45459,for_sale,4,3,1.2,Suffield,Connecticut,6078,3590,5/30/2014,2014,May,0,749999
45464,for_sale,6,4,0.19,Enfield,Connecticut,6082,1664,12/31/2002,2002,December,0,174900
45469,for_sale,2,2,0.09,Torrington,Connecticut,6790,1100,12/10/2014,2014,December,1,139000
45471,for_sale,3,1,0.11,Winchester,Connecticut,6098,1156,3/17/2006,2006,March,0,154500
45477,for_sale,4,3,6.67,Granby,Connecticut,6035,2166,6/13/2003,2003,June,0,357500
45479,for_sale,4,4,2.41,Granby,Connecticut,6060,3394,6/7/2000,2000,June,0,550000
45482,for_sale,3,3,0.45,Agawam,Massachusetts,1001,2314,6/25/2014,2014,June,1,525000
45485,for_sale,3,3,1.04,Burlington,Connecticut,6013,1702,4/1/2011,2011,April,0,368000
45486,for_sale,3,2,0.24,Torrington,Connecticut,6790,1238,12/22/2008,2008,December,1,149900
45487,for_sale,3,1,0.8,Windsor Locks,Connecticut,6096,1256,6/2/2010,2010,June,0,245900
45489,for_sale,3,3,1.69,Avon,Connecticut,6001,2440,5/29/2018,2018,May,0,424900
45490,for_sale,4,4,2.31,Canton,Connecticut,6019,2652,5/9/2019,2019,May,0,649900
45491,for_sale,3,2,1.44,New Hartford,Connecticut,6057,1440,5/5/2008,2008,May,1,775000
45492,for_sale,4,2,0.44,Torrington,Connecticut,6790,1916,1/29/2004,2004,January,1,209900
45493,for_sale,3,2,0.38,Torrington,Connecticut,6790,1634,2/1/2010,2010,February,1,244900
45497,for_sale,4,2,0.21,Torrington,Connecticut,6790,1824,12/16/2021,2021,December,1,199900
45498,for_sale,3,2,0.2,Torrington,Connecticut,6790,1488,10/27/2010,2010,October,1,229000
45501,for_sale,4,3,0.87,Longmeadow,Massachusetts,1106,2501,12/1/1979,1979,December,0,649000
45503,for_sale,6,2,0.1,Springfield,Massachusetts,1109,1728,1/7/2004,2004,January,1,250000
45508,for_sale,3,2,6.53,Colebrook,Connecticut,6021,2532,5/13/2016,2016,May,0,339900
45510,for_sale,3,1,0.06,Enfield,Connecticut,6082,1209,8/5/2021,2021,August,0,189900
45514,for_sale,3,2,0.37,Windsor Locks,Connecticut,6096,1440,2/25/1998,1998,February,0,179900
45515,for_sale,3,3,0.76,Enfield,Connecticut,6082,2142,5/30/2013,2013,May,0,499900
45517,for_sale,3,2,0.26,Torrington,Connecticut,6790,1750,8/1/1988,1988,August,1,220000
45519,for_sale,7,3,0.24,Springfield,Massachusetts,1105,3727,12/28/2006,2006,December,1,24900
45520,for_sale,4,2,0.17,Enfield,Connecticut,6082,1655,12/28/2020,2020,December,0,199900
45522,for_sale,3,1,0.85,Bloomfield,Connecticut,6002,1332,1/13/1989,1989,January,0,189900
45523,for_sale,4,2,1.39,Suffield,Connecticut,6078,1482,7/25/2003,2003,July,0,300000
45524,for_sale,2,1,0.22,Hinsdale,Massachusetts,1235,706,3/28/1997,1997,March,0,249900
45525,for_sale,3,3,1.5,Canton,Connecticut,6019,2075,6/6/1990,1990,June,0,359900
45526,for_sale,4,3,0.61,Agawam,Massachusetts,1030,2857,7/31/2006,2006,July,1,589900
45527,for_sale,6,2,0.13,Springfield,Massachusetts,1108,2580,8/14/2009,2009,August,1,249900
45531,for_sale,2,2,0.35,Torrington,Connecticut,6790,912,6/28/2021,2021,June,1,225000
45532,for_sale,3,3,0.54,Farmington,Connecticut,6085,2202,8/31/2009,2009,August,0,499900
45534,for_sale,4,3,0.57,Simsbury,Connecticut,6070,2022,5/31/1995,1995,May,0,400000
45535,for_sale,2,1,0.43,Winchester,Connecticut,6098,720,8/30/2019,2019,August,0,189000
45536,for_sale,4,3,100.5,Blandford,Massachusetts,1008,3063,8/29/2007,2007,August,0,1237542
45537,for_sale,3,3,0.62,Suffield,Connecticut,6078,1461,4/8/2008,2008,April,0,310000
45538,for_sale,4,3,0.69,Simsbury,Connecticut,6070,2126,6/30/2015,2015,June,0,475000
45539,for_sale,3,2,0.23,Torrington,Connecticut,6790,1008,11/2/2001,2001,November,1,229900
45540,for_sale,3,1,0.62,Granby,Connecticut,6035,1040,12/29/2021,2021,December,0,250000
45541,for_sale,5,3,1.66,Westfield,Massachusetts,1085,4296,6/2/2010,2010,June,0,670000
45542,for_sale,4,3,0.73,Simsbury,Connecticut,6089,2962,4/8/2005,2005,April,0,624900
45543,for_sale,4,1,0.1,Springfield,Massachusetts,1107,1410,3/10/1989,1989,March,1,199919
45545,for_sale,6,2,0.11,Springfield,Massachusetts,1104,2016,11/21/2006,2006,November,1,259900
45551,for_sale,2,1,1.3,Burlington,Connecticut,6013,780,4/24/1995,1995,April,0,279900
45553,for_sale,2,3,0.58,Suffield,Connecticut,6078,1902,5/5/1994,1994,May,0,280000
45555,for_sale,7,6,1.4,New Hartford,Connecticut,6057,4352,10/7/2020,2020,October,1,500000
45556,for_sale,3,3,4.48,Simsbury,Connecticut,6092,2157,4/3/1991,1991,April,0,389900
45559,for_sale,4,1,0.33,Torrington,Connecticut,6790,1392,7/25/2005,2005,July,1,180000
45560,for_sale,2,2,1.2,New Hartford,Connecticut,6057,1396,7/31/2008,2008,July,1,264800
45561,for_sale,3,2,0.55,East Granby,Connecticut,6026,1470,9/1/1998,1998,September,0,254900
45562,for_sale,4,2,0.13,Torrington,Connecticut,6790,1637,8/14/2017,2017,August,1,225000
45565,for_sale,4,2,1.21,Avon,Connecticut,6001,1952,5/31/1989,1989,May,0,400000
45566,for_sale,4,3,1.62,Canton,Connecticut,6019,2893,1/13/2020,2020,January,0,450000
45567,for_sale,3,3,2.17,Granby,Connecticut,6060,2457,4/5/2021,2021,April,0,625000
45568,for_sale,4,4,0.73,Windsor,Connecticut,6095,3434,8/2/1999,1999,August,0,558000
45570,for_sale,4,3,0.71,Avon,Connecticut,6001,2341,7/13/2011,2011,July,0,479900
45575,for_sale,3,2,0.26,Torrington,Connecticut,6790,1528,7/5/2017,2017,July,1,224900
45576,for_sale,4,3,0.57,Simsbury,Connecticut,6070,2000,7/19/2018,2018,July,0,399900
45579,for_sale,3,2,0.17,Longmeadow,Massachusetts,1106,2038,3/1/1978,1978,March,0,295000
45580,for_sale,3,2,0.26,Torrington,Connecticut,6790,1666,11/13/2013,2013,November,1,242900
45582,for_sale,4,4,0.74,Avon,Connecticut,6001,3400,10/8/2002,2002,October,0,699900
45583,for_sale,3,1,0.23,Torrington,Connecticut,6790,902,6/29/2020,2020,June,1,209900
45584,for_sale,5,5,1.2,Simsbury,Connecticut,6070,3856,7/3/2012,2012,July,0,799900
45585,for_sale,3,3,1.03,Windsor,Connecticut,6095,1955,4/20/2006,2006,April,0,499900
45586,for_sale,6,3,0.19,Torrington,Connecticut,6790,2554,2/3/2020,2020,February,1,239900
45590,for_sale,8,3,0.11,Torrington,Connecticut,6790,2456,7/21/2008,2008,July,1,249900
45591,for_sale,3,2,0.37,Torrington,Connecticut,6790,1116,11/19/2009,2009,November,1,249900
45592,for_sale,1,1,5.46,Cummington,Massachusetts,1026,600,5/5/2021,2021,May,0,144000
45593,for_sale,4,2,0.11,Torrington,Connecticut,6790,1402,11/6/2006,2006,November,1,99900
45595,for_sale,4,2,0.11,Springfield,Massachusetts,1109,1525,10/23/1991,1991,October,1,159900
45599,for_sale,3,2,0.12,Simsbury,Connecticut,6081,1416,2/25/2019,2019,February,0,219900
45601,for_sale,4,2,0.92,Windsor,Connecticut,6095,1722,5/25/2012,2012,May,0,219900
45603,for_sale,3,2,0.78,Simsbury,Connecticut,6070,1260,4/1/2015,2015,April,0,275000
45605,for_sale,3,1,0.17,Simsbury,Connecticut,6070,1248,4/15/1997,1997,April,0,229900
45607,for_sale,3,3,1.1,Avon,Connecticut,6001,1806,7/14/2010,2010,July,0,419999
45608,for_sale,4,2,0.4,Torrington,Connecticut,6790,2083,6/28/1996,1996,June,1,279000
45609,for_sale,5,4,58,Savoy,Massachusetts,1256,4685,10/17/1995,1995,October,0,975000
45610,for_sale,3,4,3.75,Barkhamsted,Connecticut,6063,3482,12/12/2017,2017,December,0,539900
45611,for_sale,3,1,0.32,Enfield,Connecticut,6082,1576,9/27/1990,1990,September,0,225000
45612,for_sale,3,2,0.71,Bloomfield,Connecticut,6002,1875,4/13/2015,2015,April,0,389900
45613,for_sale,3,2,0.8,Granby,Connecticut,6035,1574,11/22/1999,1999,November,0,324900
45614,for_sale,5,7,2.07,Simsbury,Connecticut,6092,5556,6/21/2016,2016,June,0,995000
45615,for_sale,3,2,0.12,Enfield,Connecticut,6082,1504,1/16/2003,2003,January,0,224900
45616,for_sale,4,3,0.57,Simsbury,Connecticut,6070,2304,1/31/1994,1994,January,0,409000
45617,for_sale,3,2,0.9,Bloomfield,Connecticut,6002,1624,7/6/2020,2020,July,0,265000
45618,for_sale,4,3,2.11,Barkhamsted,Connecticut,6063,2626,1/4/2022,2022,January,0,569000
45619,for_sale,5,3,0.92,Simsbury,Connecticut,6089,2672,8/7/1998,1998,August,0,375000
45620,for_sale,4,2,0.19,Torrington,Connecticut,6790,1284,8/5/2003,2003,August,1,187900
